,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
79,2015-02-28,FCX,-0.51,1.267,0.158,0.241,0.051,-0.049,0.028,0.323,0.605,1.017,0.045,0.044,0.013,3.676,0.025,0.52,-0.281,0.782,0.749,0.54,1.945,0.351,8.366,6.588,0.514,1.172,-0.114,0.911,8.464,8.526,56.921,56.921,-17.167,-17.167,1.049,3.994,0.636,-0.061,0.274,-0.02,0.084,-0.067,0.002,-0.067,0.1,0.438,0.443,0.455,0.503,0.155,BBB-,12,14.0,-2.0,-1.047,-0.936,-0.626,-0.559,-1.132,0.2,2.178,-0.605,-0.581,-0.952,-1.373,-0.094,0.504,0.634,-0.506,-0.209,0.414,-0.531,-0.302,-0.694,-1.002,0.93,4.648,4.589,-2.666,-2.666,-0.575,-0.457,-0.523,-1.143,-1.153,-0.756,-0.328,-0.572,-0.143,0.167,-2.0
80,2016-02-29,FCX,-13.228,-15.527,0.095,-0.608,-0.841,-0.665,-0.408,0.439,0.725,1.436,0.045,0.044,0.007,-2.118,0.032,0.586,-0.973,0.976,1.632,0.745,4.314,0.301,6.561,9.88,0.487,2.028,-0.293,0.788,-14.538,-3.071,-0.672,-0.672,-0.675,-0.675,0.602,2.966,1.308,-0.771,-0.564,-0.883,-0.183,-0.937,-0.237,-0.937,-0.192,0.24,0.607,0.627,0.716,-0.528,BB,9,12.0,-3.0,24.937,-13.255,-0.399,-3.523,12.571,0.198,0.412,0.0,0.0,-0.462,2.463,0.248,0.38,1.218,-0.142,-0.216,0.5,-0.053,0.73,-0.135,-2.718,-1.36,-1.012,-1.012,-0.961,-0.961,-0.426,-0.257,-3.058,12.985,12.985,-2.92,-0.452,-4.406,-0.25,-0.143,0.5
81,2016-09-30,FCX,-13.424,-13.715,0.095,-0.647,-0.872,-0.912,-0.395,0.449,0.742,0.529,0.044,0.042,0.009,-2.331,0.043,0.579,-0.522,1.033,1.795,0.778,5.075,0.298,6.71,6.984,0.433,2.036,-0.328,1.859,-14.029,-3.77,-1.105,-1.105,-1.025,-1.01,1.071,4.733,1.701,-0.917,-0.602,-0.933,-0.18,-1.363,-0.302,-1.363,-0.179,0.213,0.625,0.653,0.746,-0.665,BB-,8,9.0,-1.0,0.015,-0.117,0.0,0.064,0.371,0.023,-0.632,-0.022,-0.045,0.286,-0.464,0.058,0.044,0.176,-0.01,0.023,-0.293,-0.111,0.004,1.359,-0.035,0.228,0.644,0.644,0.519,0.496,0.779,0.596,0.067,0.455,0.455,-0.068,-0.112,0.259,-0.111,-0.25,-0.667
82,2014-01-31,FIS,3.841,5.967,0.155,0.3,0.197,0.075,0.105,0.335,0.511,0.551,0.044,0.043,0.091,2.585,0.028,0.637,0.883,16.812,0.606,0.438,1.068,0.432,5.188,6.488,0.53,0.903,-0.032,1.982,39.465,9.249,23.257,23.692,26.684,26.825,2.464,14.693,0.446,0.094,0.429,0.147,0.131,0.085,0.065,0.085,0.185,0.587,0.399,0.411,0.405,0.204,BBB,14,12.0,2.0,0.202,0.263,-0.049,-0.01,0.087,-0.002,-0.325,-0.137,-0.122,0.282,0.006,-0.006,-0.009,-0.004,0.036,-0.034,-0.086,0.043,0.033,0.358,0.111,0.158,0.184,0.187,0.244,0.07,0.306,0.472,-0.002,0.09,0.09,0.034,0.009,-0.042,0.167,0.2,0.0
83,2015-02-28,FLS,9.601,12.671,0.189,0.179,0.157,0.257,0.248,0.232,0.609,0.255,0.054,0.051,0.149,1.325,0.046,0.364,0.768,4.361,0.537,0.478,1.567,0.975,4.36,4.888,1.603,2.525,-0.01,4.082,18.439,10.547,16.657,16.792,16.524,16.524,1.716,14.659,0.171,0.106,0.374,0.15,0.174,0.273,0.188,0.273,0.367,0.635,0.362,0.379,0.363,0.13,BBB,14,12.0,2.0,-0.242,-0.238,1.032,0.155,0.382,0.238,-0.324,-0.325,-0.292,0.393,0.153,0.143,0.562,0.61,-0.029,-0.018,-0.19,-0.031,0.272,0.569,0.137,0.265,2.19,2.183,2.149,2.149,0.283,-0.191,0.051,0.46,0.46,0.028,-0.238,0.111,0.167,0.2,0.0
84,2015-02-28,FMC,6.678,9.598,0.099,0.195,0.166,0.25,0.204,0.314,0.707,0.208,0.061,0.04,0.029,2.136,0.313,0.305,0.399,2.886,0.729,0.58,2.467,0.764,2.354,5.484,1.486,2.638,0.004,5.344,22.243,11.812,18.816,18.985,21.422,27.69,2.094,22.622,0.203,0.098,0.37,0.12,0.149,0.26,0.172,0.26,0.28,0.563,0.424,0.618,0.43,0.134,BBB+,16,19.0,-3.0,-0.423,-0.417,-0.365,-0.148,-0.247,0.091,0.112,0.245,-0.13,-0.256,-0.237,0.17,0.176,0.277,-0.126,-0.299,-0.018,-0.041,0.012,-0.053,-0.196,0.159,0.018,0.02,0.116,0.33,-0.114,0.17,-0.077,-0.217,-0.217,-0.202,-0.052,-0.207,-0.158,0.188,-2.0
85,2015-12-31,FMC,1.671,3.493,0.099,0.117,0.082,0.028,0.073,0.34,0.694,0.518,0.048,0.037,0.052,5.378,0.222,0.382,0.399,3.807,0.818,0.581,2.315,0.54,1.882,4.764,0.946,1.802,0.032,2.226,15.854,22.899,31.556,31.556,100.333,6.805,1.601,-37.752,1.717,0.016,0.385,-0.004,0.067,0.03,0.043,0.03,0.208,0.525,0.464,0.596,0.469,0.065,BBB,14,16.0,-2.0,-0.75,-0.636,0.0,-0.4,-0.888,-0.018,1.49,-0.213,-0.075,0.793,0.0,0.319,0.002,-0.062,-0.293,-0.201,-0.131,-0.363,-0.317,-0.583,-0.287,0.939,0.677,0.662,3.684,-0.754,-0.235,-2.669,0.041,-0.885,-0.885,-0.257,-0.067,-0.515,-0.125,-0.158,-0.333
86,2015-10-31,GLW,21.174,12.611,0.56,0.315,0.19,0.15,0.08,0.119,0.278,0.769,0.043,0.04,0.685,1.183,0.049,0.408,0.633,0.648,0.176,0.172,0.387,0.321,6.229,5.026,0.384,0.446,-0.016,1.178,9.122,10.831,8.692,9.3,8.986,8.986,2.304,6.516,0.268,0.304,0.538,0.403,0.101,0.145,0.122,0.134,0.173,0.769,0.136,0.143,0.136,0.429,BBB+,16,19.0,-3.0,0.868,0.46,0.369,0.036,0.899,0.108,-0.253,-0.218,-0.259,-0.133,0.13,-0.087,0.154,0.152,0.155,0.017,-0.074,0.174,0.196,-0.007,-0.046,0.145,-0.42,-0.384,-0.425,-0.425,-0.284,-0.307,-0.007,0.835,0.696,0.146,-0.123,0.208,-0.158,0.188,-2.0
87,2014-09-30,GM,9.436,10.784,0.103,0.064,0.027,0.096,0.062,0.213,0.759,0.67,0.017,0.011,0.231,3.623,0.385,0.172,0.207,4.33,0.614,0.606,3.188,0.911,6.327,5.113,2.447,3.827,-0.056,1.318,1.892,9.615,11.988,13.624,14.529,14.529,0.327,4.028,1.937,0.021,0.141,0.024,0.06,0.057,0.061,0.081,0.128,0.572,0.351,0.571,0.355,0.059,BBB-,12,10.0,2.0,-0.216,0.526,0.537,-0.273,-0.757,0.026,-0.006,-0.857,-0.862,-0.238,0.286,-0.189,0.242,0.094,-0.11,-0.274,-0.035,-0.252,-0.052,0.334,-0.558,1.149,3.105,3.335,4.176,4.176,0.58,-0.234,-0.171,-0.831,-0.726,-0.264,-0.042,-0.473,0.2,0.25,0.0
88,2017-01-31,GM,27.12,18.861,0.078,0.128,0.067,0.345,0.093,0.349,0.793,0.938,0.01,0.007,0.15,3.8,0.304,0.307,-0.904,2.765,1.188,0.7,3.875,0.721,5.131,4.537,1.603,3.521,-0.006,1.238,8.301,6.316,9.664,10.658,11.805,11.805,0.372,3.681,0.171,0.092,0.197,0.086,0.095,0.345,0.162,0.345,0.142,0.455,0.541,0.777,0.543,0.153,BBB,14,12.0,2.0,1.874,0.749,-0.243,1.0,2.594,0.045,0.4,-0.412,-0.364,-0.351,-5.367,-0.361,0.155,0.215,-0.209,-0.189,-0.113,-0.345,-0.08,-0.061,3.387,-0.343,-0.194,-0.218,-0.187,-0.187,0.138,-0.086,0.397,5.053,3.259,0.109,-0.205,1.593,0.167,0.2,0.0
89,2016-05-31,GPS,12.22,19.671,0.323,0.139,0.102,0.333,0.375,0.232,0.659,0.259,0.062,0.053,0.278,0.786,0.243,0.266,0.545,1.729,0.515,0.528,1.936,2.084,56.722,8.262,4.098,6.207,-0.089,2.813,6.593,5.245,7.623,7.688,8.067,8.067,0.453,4.492,0.41,0.058,0.401,0.093,0.29,0.333,0.232,0.333,0.849,0.66,0.34,0.449,0.34,0.096,BB+,10,12.0,-2.0,-0.075,-0.058,-0.236,-0.131,-0.172,0.075,0.356,-0.046,-0.172,-0.158,-0.174,-0.01,0.168,0.225,-0.009,0.138,0.007,0.084,0.148,-0.569,-0.634,-0.199,-0.558,-0.558,-0.536,-0.536,-0.624,-0.539,-0.067,-0.172,-0.172,-0.058,-0.056,-0.111,-0.167,0.2,-2.0
90,2015-12-31,GS,2.577,3.625,-0.01,0.464,0.438,0.1,0.032,0.524,0.9,0.987,0.026,0.01,0.297,24.893,0.605,0.23,0.77,72.801,2.371,0.899,9.08,0.045,0.13,-0.045,0.148,0.458,0.003,1.005,10.551,30.195,9.643,9.849,11.842,11.842,1.956,14.974,0.295,0.19,0.464,0.278,0.021,0.094,0.047,0.089,0.021,0.285,0.675,1.709,0.676,0.217,BBB+,16,19.0,-3.0,0.448,0.664,0.429,0.004,0.19,-0.022,-0.288,-0.35,-0.231,-0.086,-0.006,-0.141,-0.022,-0.227,0.071,-0.145,-1.281,-0.02,-0.146,0.426,0.98,-0.162,-0.266,-0.299,-0.198,-0.198,0.623,-3.174,0.004,0.741,0.141,0.105,0.071,0.074,-0.158,-0.136,0.0
91,2015-07-31,GWW,90.791,159.946,0.476,0.163,0.142,0.24,0.371,0.101,0.366,0.199,0.022,0.017,0.145,0.327,0.255,0.206,0.556,1.504,0.121,0.244,0.59,1.895,8.377,10.56,2.67,3.058,-0.029,4.816,21.941,10.663,18.311,18.519,19.975,19.975,1.506,15.908,0.381,0.079,0.454,0.133,0.309,0.241,0.214,0.241,0.86,0.873,0.106,0.142,0.108,0.102,AA-,28,32.0,-4.0,0.349,0.363,0.0,0.0,-0.016,-0.037,0.047,-0.214,-0.292,0.295,-0.067,-0.012,-0.012,-0.061,0.005,-0.044,0.041,-0.012,-0.015,-0.056,-0.087,-0.018,-0.08,-0.082,-0.079,-0.079,-0.097,-0.082,-0.004,-0.028,-0.028,0.004,0.003,0.0,-0.125,-0.111,0.0
92,2016-07-31,HAL,-4.321,4.031,0.135,0.167,0.089,-0.157,0.068,0.391,0.546,0.425,0.044,0.036,0.346,3.714,0.116,0.583,0.109,1.7,0.704,0.479,1.207,0.631,3.826,8.041,0.817,1.394,-0.134,2.882,18.41,12.494,-23.858,-23.858,-15.373,-15.373,1.805,19.509,2.493,-0.117,0.176,-0.161,0.108,-0.157,-0.079,-0.157,0.111,0.586,0.413,0.506,0.413,-0.039,BBB+,16,19.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,-0.158,-0.136,0.0
93,2013-10-31,HD,8.536,13.13,0.299,0.132,0.111,0.282,0.303,0.279,0.602,0.139,0.061,0.056,0.126,1.145,0.085,0.424,0.817,1.063,0.629,0.518,1.51,1.845,50.014,8.072,2.823,4.631,-0.058,7.076,32.465,11.141,22.577,22.775,23.044,23.044,1.43,15.013,0.402,0.064,0.346,0.102,0.244,0.287,0.2,0.287,0.639,0.61,0.39,0.427,0.39,0.086,A,22,19.0,3.0,0.095,0.12,0.384,0.168,0.5,0.087,-0.588,0.13,0.077,0.853,0.025,0.148,0.121,0.215,0.12,-0.061,0.022,0.163,0.253,1.161,0.884,0.307,0.289,0.295,0.31,0.31,0.627,0.418,0.006,0.511,0.511,0.129,-0.072,0.117,0.158,0.188,0.0
94,2016-02-29,HES,-6.793,-6.111,0.144,0.288,-0.355,-0.134,-0.087,0.194,0.403,1.494,0.062,0.061,0.197,3.469,0.013,0.474,-1.181,0.523,0.316,0.268,0.712,0.182,4.106,5.736,0.246,0.342,-0.137,0.663,11.066,10.726,-7.942,-7.942,-4.109,-4.045,2.071,6.938,0.198,-0.453,0.477,-0.642,0.053,-0.145,-0.085,-0.145,0.093,0.719,0.243,0.246,0.252,0.259,BBB-,12,14.0,-2.0,-2.482,-1.804,-0.246,0.789,-2.489,-0.263,0.915,-0.295,-0.282,1.662,-16.747,-0.457,-0.34,-0.416,-0.834,-0.484,0.063,-0.865,-0.86,-0.396,0.015,1.377,-1.593,-1.591,-1.315,-1.31,2.759,0.28,1.013,-2.368,-2.368,-0.642,-0.039,0.977,-0.143,0.167,-2.0
95,2013-09-30,HOG,4.207,5.97,0.121,0.254,0.225,0.265,0.162,0.57,0.719,0.231,0.051,0.04,0.238,3.708,0.222,0.617,0.783,8.696,1.58,0.682,2.56,0.605,2.706,10.013,0.835,2.155,-0.021,5.079,32.326,11.326,20.265,20.394,20.723,20.723,2.476,15.871,0.234,0.121,0.454,0.186,0.155,0.265,0.137,0.265,0.275,0.388,0.612,0.787,0.612,0.166,A-,19,16.0,3.0,0.617,0.562,-0.199,0.045,0.359,-0.035,-0.291,-0.215,-0.2,0.102,0.008,-0.021,-0.038,-0.122,0.1,0.066,-0.059,0.083,0.001,0.286,0.774,-0.017,0.091,0.089,-0.104,-0.114,0.257,0.38,0.007,0.359,0.359,0.109,0.084,0.064,0.188,0.143,0.5
96,2013-07-31,HUM,13.693,20.965,0.173,0.07,0.061,0.169,0.229,0.105,0.564,0.842,0.054,0.054,0.881,0.768,0.0,0.186,0.787,10.752,0.24,0.49,1.293,1.955,43.843,4.859,3.613,4.482,0.072,1.558,12.934,4.89,10.007,10.118,10.231,10.231,0.362,-203.41,0.115,0.037,0.219,0.057,0.137,0.169,0.15,0.169,0.428,0.806,0.194,0.194,0.194,0.046,BBB+,16,14.0,2.0,0.194,0.092,-0.291,0.045,-0.023,-0.011,0.121,-0.143,-0.143,-0.059,-0.127,-0.045,-0.037,-0.025,-0.127,0.154,-0.066,-0.083,-0.084,-0.16,-0.172,0.024,-0.052,-0.054,-0.13,-0.13,-0.045,-36.524,0.095,-0.023,-0.023,0.017,0.0,0.15,0.143,0.167,0.0
97,2016-06-30,HUM,6.882,11.557,0.06,0.048,0.04,0.108,0.152,0.16,0.592,0.386,0.049,0.046,0.645,1.549,0.056,0.254,0.578,11.019,0.369,0.542,1.453,2.142,24.311,5.443,3.837,5.254,-0.006,2.547,21.268,11.956,27.716,27.932,24.641,24.641,0.494,21.568,0.159,0.02,0.179,0.04,0.104,0.108,0.092,0.108,0.383,0.73,0.27,0.286,0.27,0.028,A-,19,16.0,3.0,-0.497,-0.449,-0.653,-0.314,-0.361,0.05,-0.542,-0.093,-0.148,-0.268,-0.266,0.025,0.106,0.124,0.096,-0.445,0.12,0.062,0.172,0.635,0.644,1.445,1.77,1.761,1.408,1.408,0.365,-1.106,-0.183,-0.361,-0.361,-0.105,-0.094,-0.391,0.188,0.143,0.5
98,2017-02-28,HUM,4.249,12.688,0.132,0.052,0.044,0.058,0.164,0.161,0.579,0.351,0.05,0.046,0.78,1.429,0.073,0.258,0.728,9.775,0.355,0.515,1.377,2.193,22.316,6.095,3.794,5.141,-0.053,2.952,28.729,12.069,29.259,29.587,51.904,51.904,0.574,16.294,0.288,0.011,0.183,0.028,0.114,0.058,0.057,0.058,0.395,0.738,0.262,0.283,0.262,0.02,BBB+,16,19.0,-3.0,-0.383,0.098,1.2,0.083,-0.463,-0.022,-0.091,0.02,0.0,0.209,0.26,-0.113,-0.05,-0.052,0.024,-0.082,0.12,-0.011,-0.022,0.159,0.351,0.009,0.056,0.059,1.106,1.106,0.162,-0.245,0.022,-0.463,-0.463,0.031,0.011,-0.286,-0.158,0.188,-2.0
99,2011-05-31,IPG,3.018,4.081,0.08,0.107,0.085,0.136,0.144,0.15,0.78,0.371,0.093,0.076,0.221,2.567,0.186,0.156,0.818,21.416,0.693,0.715,4.019,0.544,1.267,1.442,1.59,2.8,-0.024,2.561,42.591,10.177,19.242,24.347,24.347,24.347,0.877,10.209,0.189,0.042,0.107,0.07,0.059,0.131,0.109,0.119,0.058,0.515,0.357,0.438,0.386,0.067,BB+,10,9.0,1.0,0.671,0.675,0.404,0.202,0.943,0.018,-0.204,0.069,-0.026,-0.031,-0.072,0.208,0.02,0.087,0.028,-0.065,-0.064,0.166,0.098,0.19,-0.671,-0.115,-0.401,-0.417,-0.533,-0.533,0.295,0.356,0.202,1.426,1.204,0.234,0.238,0.288,0.111,0.286,-0.5
100,2015-04-30,IPG,6.62,9.289,0.065,0.126,0.105,0.22,0.204,0.136,0.811,0.246,0.062,0.05,0.161,1.823,0.063,0.157,0.778,18.859,0.767,0.797,4.885,0.588,1.266,0.978,1.869,3.561,-0.015,4.066,21.676,11.138,21.051,21.265,18.607,18.607,1.142,12.854,0.333,0.063,0.126,0.096,0.074,0.22,0.175,0.22,0.075,0.525,0.403,0.43,0.434,0.089,BBB-,12,10.0,2.0,1.194,1.276,-0.188,0.178,0.618,0.04,-0.337,-0.333,-0.342,-0.271,-0.049,-0.119,0.115,0.215,0.081,-0.001,-0.322,0.175,0.272,0.588,-0.491,0.094,0.094,-0.127,-0.236,-0.236,0.302,0.259,0.178,0.679,0.849,0.293,0.019,0.328,0.2,0.111,1.0
101,2016-05-31,ITT,132.846,151.614,0.097,0.189,0.154,0.244,0.239,0.072,0.628,0.428,0.448,0.124,0.224,0.556,0.57,0.001,0.668,5.321,0.002,0.25,1.694,0.687,4.325,5.422,1.847,1.853,0.021,2.251,25.337,7.341,10.117,10.233,10.293,9.223,1.277,13.69,0.174,0.124,0.357,0.15,0.132,0.244,0.0,0.244,0.245,0.996,0.002,0.194,0.002,0.162,BBB,14,12.0,2.0,33.613,31.668,-0.378,0.969,2.812,-0.009,-0.061,5.054,0.851,0.723,-0.018,-0.205,-0.317,-0.021,0.289,0.3,0.389,0.635,0.273,0.326,0.844,-0.586,-0.817,-0.814,-0.83,-0.618,0.022,0.748,0.092,2.812,2.812,0.408,0.284,0.209,0.167,-0.25,-1.5
102,2015-07-31,JNS,6.435,9.645,0.182,0.33,0.303,0.085,0.149,0.172,0.419,0.637,0.073,0.067,0.665,1.43,0.09,0.373,0.945,37.749,0.211,0.236,0.739,0.364,7.78,77.912,0.493,0.641,-0.01,1.491,23.002,10.116,18.2,18.614,18.614,18.614,3.101,15.636,0.369,0.171,0.33,0.278,0.12,0.111,0.082,0.111,0.12,0.769,0.212,0.233,0.216,0.206,BBB,14,12.0,2.0,1.092,1.128,0.456,0.003,-0.086,-0.242,-0.146,-0.11,-0.152,1.254,-0.019,0.248,-0.457,-0.452,-0.064,0.058,-0.1,-0.048,-0.325,-0.056,-1.366,0.077,0.156,0.168,0.038,0.038,0.295,0.586,0.003,-0.14,-0.14,-0.062,0.408,0.079,0.167,0.2,0.0
103,2016-02-29,JWN,6.273,9.555,0.179,0.125,0.086,0.277,0.219,0.33,0.76,0.116,0.043,0.042,0.101,1.718,0.029,0.421,0.55,2.0,1.334,0.674,3.171,1.541,11.366,5.555,2.752,6.425,-0.191,6.324,12.659,9.499,14.621,14.962,14.705,14.705,0.623,3.636,1.745,0.047,0.412,0.078,0.188,0.277,0.146,0.277,0.634,0.428,0.572,0.589,0.572,0.086,BBB+,16,19.0,-3.0,0.172,0.187,-0.284,-0.126,-0.185,0.008,-0.477,-0.104,-0.087,-0.466,-0.127,-0.146,-0.007,0.036,0.153,1.462,-0.06,0.282,0.184,0.199,-0.282,0.177,-0.183,-0.18,-0.194,-0.194,-0.405,-0.627,-0.033,-0.185,-0.185,0.114,0.081,-0.075,-0.158,0.188,-2.0
104,2014-10-31,KLAC,11.829,14.453,0.417,0.288,0.266,0.163,0.18,0.135,0.338,0.305,0.072,0.072,1.687,0.885,0.0,0.4,0.913,5.66,0.204,0.188,0.509,0.541,5.472,10.829,0.663,0.798,-0.036,3.548,22.533,15.107,22.422,22.679,22.81,22.81,4.444,16.714,0.513,0.199,0.603,0.251,0.156,0.163,0.151,0.163,0.319,0.831,0.169,0.169,0.169,0.227,BBB,14,16.0,-2.0,0.059,0.066,-0.176,-0.01,0.019,-0.009,-0.079,-0.014,-0.014,0.043,-0.004,-0.023,-0.055,-0.017,0.019,-0.018,0.186,0.0,-0.009,0.187,-0.169,0.181,0.174,0.166,0.166,0.166,0.178,0.391,-0.013,0.019,0.019,-0.015,0.008,0.009,-0.125,0.143,-2.0
105,2014-04-30,KO,21.886,27.075,0.186,0.278,0.238,0.223,0.164,0.412,0.629,0.216,0.024,0.012,0.358,2.844,0.483,0.338,0.758,3.783,0.487,0.54,1.707,0.532,9.729,8.471,0.891,1.412,-0.022,4.559,20.005,16.794,19.705,20.094,21.468,21.468,3.826,17.006,0.579,0.183,0.648,0.245,0.148,0.26,0.171,0.26,0.337,0.631,0.364,0.705,0.366,0.226,AA,32,28.0,4.0,-0.008,0.015,-0.056,0.015,-0.03,0.043,0.019,-0.143,-0.143,0.129,0.088,0.136,-0.002,0.112,-0.075,0.037,2.868,-0.103,-0.035,-0.005,-0.077,0.125,1.073,1.061,1.14,1.14,0.065,-0.003,0.006,-0.011,-0.011,-0.089,-0.071,0.0,0.143,0.12,0.333
106,2016-02-29,KO,14.689,19.069,0.164,0.274,0.231,0.222,0.144,0.491,0.714,0.163,0.023,0.012,0.309,3.639,0.357,0.442,0.758,5.117,0.939,0.648,2.517,0.486,10.537,6.296,0.818,1.733,-0.035,6.174,22.983,18.929,21.893,22.005,25.826,25.826,4.216,17.737,0.781,0.166,0.648,0.217,0.133,0.263,0.143,0.263,0.319,0.472,0.524,0.816,0.526,0.211,AA-,28,32.0,-4.0,-0.329,-0.296,-0.118,-0.014,-0.004,0.135,-0.245,-0.042,0.0,-0.137,0.0,0.353,0.2,0.475,-0.086,0.083,-0.257,-0.082,0.227,0.354,0.149,0.127,0.111,0.095,0.203,0.203,0.102,0.043,0.0,0.012,0.012,-0.053,-0.252,-0.066,-0.125,0.143,-2.0
107,2017-01-31,KSS,2.92,4.135,0.182,0.118,0.068,0.107,0.127,0.343,0.612,0.702,0.069,0.067,0.073,2.092,0.027,0.546,0.689,1.009,0.821,0.539,1.574,1.389,725.692,7.615,1.923,3.575,-0.126,1.3,8.082,5.752,11.68,11.68,12.218,12.218,0.373,2.995,0.593,0.032,0.359,0.05,0.162,0.112,0.089,0.112,0.499,0.538,0.462,0.475,0.462,0.082,BBB-,12,14.0,-2.0,-0.176,-0.173,-0.188,-0.145,-0.219,0.032,0.242,-0.042,-0.043,-0.17,0.141,0.031,0.031,0.082,0.065,-0.487,0.028,0.082,0.117,-0.343,-0.318,-0.075,-0.191,-0.197,-0.16,-0.16,-0.423,-0.545,-0.016,-0.233,-0.233,0.048,-0.031,-0.118,-0.143,-0.125,0.0
108,2014-08-31,LEN,2.849,2.814,-0.122,0.119,0.114,0.127,0.084,0.465,0.599,0.526,0.056,0.051,0.131,6.707,0.088,0.709,0.912,37.784,1.175,0.577,1.658,0.584,12.18,22.441,0.707,1.616,0.126,1.542,39.07,16.401,16.19,18.308,17.649,17.649,1.015,-7.377,0.064,0.075,0.237,0.119,0.072,0.127,0.085,0.127,0.138,0.437,0.514,0.564,0.54,0.081,BB,9,8.0,1.0,-0.298,0.939,0.821,0.293,-0.428,-0.024,0.119,-0.018,0.109,-0.373,-0.044,0.863,-0.048,-0.11,0.387,1.52,0.161,0.384,0.344,-0.209,-1.772,-0.495,-0.622,-0.612,0.321,0.321,-0.376,-0.531,0.03,-0.428,-0.428,0.516,0.028,-0.515,0.125,0.143,0.0
109,2013-12-31,LH,6.683,10.369,0.207,0.218,0.179,0.209,0.197,0.381,0.594,0.295,0.043,0.039,0.059,2.015,0.085,0.587,0.752,6.126,0.867,0.51,1.477,0.867,7.356,13.627,1.15,2.155,-0.038,3.113,14.71,8.827,14.122,14.366,15.053,15.053,1.382,9.689,0.0,0.098,0.412,0.158,0.188,0.209,0.135,0.209,0.358,0.534,0.462,0.505,0.464,0.138,BBB+,16,14.0,2.0,-0.134,-0.145,-0.127,-0.06,-0.059,0.021,-0.048,0.0,0.0,-0.017,-0.099,-0.02,0.039,0.053,-0.031,-0.035,0.014,-0.042,-0.0,-0.001,-0.092,0.047,0.015,0.011,0.019,0.019,-0.081,-0.009,-0.035,-0.103,-0.103,-0.063,-0.041,-0.061,0.143,-0.125,-2.0
110,2015-01-31,LH,6.097,9.213,0.184,0.198,0.158,0.203,0.171,0.425,0.63,0.321,0.035,0.034,0.101,2.554,0.034,0.651,0.72,6.075,1.115,0.559,1.712,0.838,7.237,12.509,1.074,2.279,-0.037,3.5,17.525,9.679,18.277,18.603,19.258,19.258,1.634,12.531,0.0,0.087,0.395,0.14,0.17,0.203,0.116,0.203,0.331,0.471,0.525,0.544,0.527,0.128,BBB,14,16.0,-2.0,-0.088,-0.111,-0.111,-0.092,-0.029,0.061,0.088,-0.186,-0.128,0.712,-0.043,-0.008,0.096,0.159,-0.033,-0.016,-0.082,-0.066,0.058,0.124,0.191,0.097,0.294,0.295,0.279,0.279,0.182,0.293,-0.041,-0.029,-0.029,-0.075,-0.118,-0.072,-0.125,0.143,-2.0
