,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
80,2016-02-29,FCX,-13.228,-15.527,0.095,-0.608,-0.841,-0.665,-0.408,0.439,0.725,1.436,0.045,0.044,0.007,-2.118,0.032,0.586,-0.973,0.976,1.632,0.745,4.314,0.301,6.561,9.88,0.487,2.028,-0.293,0.788,-14.538,-3.071,-0.672,-0.672,-0.675,-0.675,0.602,2.966,1.308,-0.771,-0.564,-0.883,-0.183,-0.937,-0.237,-0.937,-0.192,0.24,0.607,0.627,0.716,-0.528,BB,9,12.0,-3.0,24.937,-13.255,-0.399,-3.523,12.571,0.198,0.412,0.0,0.0,-0.462,2.463,0.248,0.38,1.218,-0.142,-0.216,0.5,-0.053,0.73,-0.135,-2.718,-1.36,-1.012,-1.012,-0.961,-0.961,-0.426,-0.257,-3.058,12.985,12.985,-2.92,-0.452,-4.406,-0.25,-0.143,0.5
72,2016-03-31,ECL,4.95,8.107,0.171,0.215,0.152,0.118,0.151,0.347,0.626,0.242,0.056,0.039,0.008,2.223,0.341,0.365,0.592,3.612,0.52,0.521,1.688,0.711,5.256,5.617,1.205,1.96,-0.052,3.998,37.737,13.864,25.117,25.519,33.59,33.59,2.418,16.375,0.396,0.074,0.536,0.097,0.153,0.141,0.093,0.141,0.389,0.615,0.379,0.575,0.381,0.139,A-,19,16.0,3.0,-0.454,-0.42,-0.507,0.126,-0.48,0.108,0.08,-0.385,-0.35,-0.875,-0.042,0.45,0.357,0.298,-0.427,-0.136,-0.278,-0.451,-0.314,-0.416,-0.031,0.328,0.078,0.077,0.243,0.243,-0.091,-0.196,-0.032,-0.397,-0.397,-0.434,-0.199,0.03,0.188,-0.273,-1.5
45,2014-05-31,CI,8.211,12.304,0.016,0.12,0.102,0.195,0.218,0.096,0.811,0.469,0.054,0.052,0.101,1.333,0.038,0.114,0.752,31.712,0.493,0.563,4.321,0.602,2.427,3.631,2.134,3.207,-0.001,2.285,17.989,6.999,12.299,12.557,12.974,12.974,0.738,11.976,0.006,0.06,0.12,0.09,0.072,0.195,0.148,0.195,0.072,0.665,0.328,0.341,0.33,0.078,A,22,19.0,3.0,0.4,-0.003,-0.704,-0.062,0.373,-0.015,-0.135,0.0,0.02,0.074,1.35,-0.2,-0.049,-0.076,0.064,0.036,0.158,0.016,-0.003,0.067,-0.005,0.357,0.191,0.197,-0.189,-0.189,0.09,-0.65,-0.062,0.373,0.373,0.0,0.018,0.258,0.158,0.357,-0.4
154,2012-08-31,SEE,0.987,1.758,0.046,0.124,0.085,-0.002,0.1,0.417,0.712,1.094,0.084,0.083,0.091,4.718,0.009,0.58,0.31,5.801,1.276,0.62,2.467,0.715,5.9,9.183,1.02,2.478,-0.024,0.845,12.325,8.361,14.561,15.511,24.7,285.4,0.392,13.119,0.599,-0.001,0.345,0.001,0.103,-0.002,0.054,-0.002,0.246,0.412,0.589,0.595,0.589,0.04,BB-,8,9.0,-1.0,-0.621,-0.503,-0.714,-0.179,-1.019,0.29,0.611,-0.229,-0.231,-0.609,-0.6,0.824,0.516,1.001,-0.158,-0.112,-0.314,-0.149,0.308,-0.183,0.213,0.096,0.578,0.533,1.1,23.267,-0.315,1.042,0.131,-1.019,-1.019,-0.05,-0.348,-0.535,-0.111,-0.1,0.0
100,2015-04-30,IPG,6.62,9.289,0.065,0.126,0.105,0.22,0.204,0.136,0.811,0.246,0.062,0.05,0.161,1.823,0.063,0.157,0.778,18.859,0.767,0.797,4.885,0.588,1.266,0.978,1.869,3.561,-0.015,4.066,21.676,11.138,21.051,21.265,18.607,18.607,1.142,12.854,0.333,0.063,0.126,0.096,0.074,0.22,0.175,0.22,0.075,0.525,0.403,0.43,0.434,0.089,BBB-,12,10.0,2.0,1.194,1.276,-0.188,0.178,0.618,0.04,-0.337,-0.333,-0.342,-0.271,-0.049,-0.119,0.115,0.215,0.081,-0.001,-0.322,0.175,0.272,0.588,-0.491,0.094,0.094,-0.127,-0.236,-0.236,0.302,0.259,0.178,0.679,0.849,0.293,0.019,0.328,0.2,0.111,1.0
171,2013-04-30,TMO,6.209,6.756,0.17,0.209,0.13,0.072,0.073,0.26,0.437,0.768,0.038,0.034,0.071,2.727,0.013,0.587,0.846,6.939,0.402,0.334,0.775,0.461,6.913,9.867,0.556,0.809,-0.029,1.654,28.109,11.452,22.349,22.536,23.522,25.134,2.315,14.199,0.156,0.101,0.506,0.101,0.096,0.083,0.065,0.083,0.231,0.687,0.313,0.317,0.313,0.179,BBB,14,19.0,-5.0,0.01,-0.094,0.189,0.02,0.18,0.05,-0.091,0.0,0.03,-0.245,0.002,0.03,0.077,0.09,0.011,0.043,-0.043,-0.035,0.037,0.416,0.23,0.057,0.289,0.295,0.183,0.612,0.351,0.211,0.102,0.203,0.203,0.105,-0.07,0.085,-0.263,-0.136,0.667
99,2011-05-31,IPG,3.018,4.081,0.08,0.107,0.085,0.136,0.144,0.15,0.78,0.371,0.093,0.076,0.221,2.567,0.186,0.156,0.818,21.416,0.693,0.715,4.019,0.544,1.267,1.442,1.59,2.8,-0.024,2.561,42.591,10.177,19.242,24.347,24.347,24.347,0.877,10.209,0.189,0.042,0.107,0.07,0.059,0.131,0.109,0.119,0.058,0.515,0.357,0.438,0.386,0.067,BB+,10,9.0,1.0,0.671,0.675,0.404,0.202,0.943,0.018,-0.204,0.069,-0.026,-0.031,-0.072,0.208,0.02,0.087,0.028,-0.065,-0.064,0.166,0.098,0.19,-0.671,-0.115,-0.401,-0.417,-0.533,-0.533,0.295,0.356,0.202,1.426,1.204,0.234,0.238,0.288,0.111,0.286,-0.5
159,2012-07-31,SVU,-1.651,1.609,0.088,0.046,0.023,-1.231,0.093,0.509,0.954,0.066,0.071,0.067,0.015,4.552,0.057,0.503,0.298,1.911,10.372,0.939,20.609,2.404,40.888,9.557,4.568,51.954,-0.17,8.247,-0.664,5.548,21.085,21.085,-3.238,-3.41,0.044,0.508,3.083,-0.037,0.208,-0.039,0.108,-1.231,-0.101,-1.231,0.499,0.088,0.912,0.967,0.912,-0.006,B,6,7.0,-1.0,-0.033,-0.072,-0.193,-0.08,1.055,0.108,-0.9,-0.134,-0.118,0.0,-0.469,-0.011,0.14,2.323,-0.029,-0.122,-0.135,0.074,1.912,5.721,-0.824,0.067,-0.504,-0.504,-0.548,-0.524,-0.371,-0.564,-0.076,1.055,1.055,-0.106,-0.63,-0.6,-0.143,-0.125,0.0
67,2016-07-31,DO,1.631,5.415,0.241,0.463,0.26,0.015,0.089,0.314,0.432,1.485,0.055,0.047,0.041,2.229,0.15,0.618,0.154,0.488,0.436,0.363,0.761,0.304,5.042,16.127,0.365,0.536,-0.1,0.704,6.081,5.034,43.692,43.692,45.44,45.44,1.373,3.814,3.762,0.03,0.491,-0.005,0.138,0.016,0.027,0.016,0.149,0.68,0.32,0.376,0.32,0.233,BBB,14,16.0,-2.0,-0.593,0.031,-0.133,0.149,-0.803,-0.029,0.5,-0.098,-0.13,-0.414,-1.147,-0.051,0.04,-0.051,-0.114,-0.164,0.17,-0.165,-0.152,-0.236,-0.053,-0.216,2.12,2.12,2.815,2.815,-0.158,-0.175,0.137,-0.812,-0.812,-0.013,-0.016,-0.223,-0.125,-0.158,-0.333
62,2013-09-30,DELL,6.335,9.112,0.089,0.063,0.04,0.128,0.122,0.175,0.769,0.484,0.054,0.031,0.331,2.265,0.418,0.133,0.87,16.362,0.437,0.646,3.332,1.233,5.909,3.873,3.702,5.345,-0.068,2.243,10.06,8.235,14.475,14.475,18.093,18.093,0.427,5.467,0.419,0.024,0.225,0.028,0.078,0.13,0.102,0.13,0.277,0.693,0.306,0.526,0.307,0.046,BB-,8,14.0,-6.0,-0.353,-0.268,0.0,-0.203,-0.451,-0.008,-0.006,0.174,0.069,-0.046,0.031,-0.056,-0.02,-0.034,-0.003,0.019,0.034,0.037,0.003,0.073,0.065,0.156,0.615,0.604,0.829,0.829,0.036,-0.235,-0.043,-0.463,-0.463,-0.018,0.034,-0.258,-0.429,-0.263,0.2
134,2015-09-30,OI,0.872,3.21,0.103,0.165,0.099,-0.018,0.127,0.464,0.831,0.267,0.067,0.054,0.055,3.444,0.191,0.451,0.361,2.663,2.385,0.795,5.424,0.816,7.074,4.43,1.5,5.321,-0.079,3.389,74.049,7.325,9.505,9.548,-148.0,-129.5,0.528,5.589,0.0,-0.004,0.252,0.011,0.131,-0.018,0.046,-0.018,0.205,0.282,0.69,0.853,0.71,0.066,BB,9,10.0,-1.0,-0.501,-0.243,-0.096,-0.098,-1.158,0.037,-0.141,-0.043,-0.129,-0.526,-0.225,0.045,0.069,0.193,-0.035,-0.002,-0.262,0.06,0.158,0.169,-0.812,0.035,-0.044,-0.056,-5.744,-5.151,-0.253,-0.105,-0.042,-1.144,-1.144,-0.038,-0.084,-0.224,-0.1,0.111,-2.0
174,2016-01-31,TSS,9.914,13.183,0.279,0.294,0.2,0.19,0.17,0.378,0.529,0.247,0.029,0.028,0.176,1.811,0.032,0.692,0.91,6.995,0.708,0.458,1.141,0.709,8.655,27.925,0.848,1.531,-0.07,3.578,29.964,11.089,19.98,20.08,20.49,20.595,2.739,11.717,0.205,0.135,0.431,0.194,0.211,0.213,0.123,0.213,0.306,0.554,0.437,0.451,0.441,0.232,BBB-,12,16.0,-4.0,-0.865,-0.876,-0.656,0.073,0.092,0.869,-0.218,0.261,1.333,-0.699,-0.032,2.672,1.53,1.845,-0.283,0.162,-0.264,-0.323,0.094,0.095,0.508,0.402,-0.006,-0.001,0.019,0.024,0.114,0.119,0.08,0.197,0.197,-0.225,-0.38,0.069,-0.25,0.143,-3.0
146,2016-12-31,R,2.966,3.927,0.16,0.261,0.086,0.081,0.077,0.503,0.815,1.077,0.031,0.027,0.007,3.175,0.15,0.524,-0.346,1.004,1.284,0.747,4.414,0.608,8.0,8.78,0.994,3.293,-0.115,1.048,16.751,5.073,12.924,13.014,13.684,13.709,0.591,2.561,0.308,0.043,0.382,0.067,0.16,0.145,0.052,0.145,0.232,0.302,0.698,0.822,0.698,0.219,BBB+,16,14.0,2.0,0.253,0.572,-0.03,0.299,0.11,-0.011,-0.216,-0.295,-0.308,-0.562,-0.656,-0.087,0.005,-0.055,-0.233,-0.003,0.06,-0.282,-0.268,0.295,0.457,0.099,0.182,0.187,0.235,0.237,0.796,0.302,0.165,0.09,0.09,-0.108,-0.019,0.237,0.143,-0.125,-2.0
